	Air Quality Network	Air Quality Network Name	Air Quality Station EoI Code	Air Quality Station Name	Air Pollutant	Air Pollutant Description	Year	Air Pollution Level	Unit Of Air Pollution Level	Data Coverage	Verification	Air Quality Station Type	Air Quality Station Area	Longitude	Latitude	Altitude	Source Of Data Flow	Calculation Time
6390	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2019	19.482	ug/m3	98.63	1.0	Background	Urban	19.899	44.273	181.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
6391	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	NO2	Nitrogen dioxide (air)	2021	23.784	ug/m3	96.02	3.0	Background	Urban	19.899	44.273	181.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:56:28
6393	NET-RS002A	Serbian national AQ network	RS0041A	Valjevo	CO	Carbon monoxide (air)	2021	0.0	mg/m3	93.74	3.0	Background	Urban	19.899	44.273	181.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
6400	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	NO2	Nitrogen dioxide (air)	2020	58.874	ug/m3	100.0	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:34:53
6401	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	NO2	Nitrogen dioxide (air)	2019	28.601	ug/m3	32.66	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 19:56:28
6404	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	CO	Carbon monoxide (air)	2019	2.326	mg/m3	97.26	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
6405	NET-RS002A	Serbian national AQ network	RS0042A	Bor-Institut	CO	Carbon monoxide (air)	2020	2.241	mg/m3	97.81	1.0	Industrial	Urban	22.1014	44.0599	389.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
6412	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2021	38.677	ug/m3	92.88	3.0	Background	Urban	20.925	44.0116	175.0	E2a/UTD AQ e-Reporting	31/05/2022 20:35:11
6415	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	SO2	Sulphur dioxide (air)	2020	5.891	ug/m3	96.33	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 21:16:40
6417	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	CO	Carbon monoxide (air)	2020	0.495	mg/m3	99.73	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:42
6422	NET-RS002A	Serbian national AQ network	RS0043A	Kragujevac	PM10	Particulate matter < 10 µm (aerosol)	2019	10.421	ug/m3	86.3	1.0	Background	Urban	20.925	44.0116	175.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:08
6426	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2020	450.0	ug/m3	99.6	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
6427	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2019	29.0	ug/m3	82.67	1.0	Background	Urban	20.4002	44.8032	74.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:29:07
6429	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2020	62.492	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:41
6430	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2020	62.492	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:34:00
6432	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	2.309	ug/m3	98.63	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:56
6435	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	O3	Ozone (air)	2020	98.157	ug/m3	98.36	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:27
6440	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO2	Nitrogen dioxide (air)	2019	5.037	ug/m3	99.73	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:13:43
6441	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO2	Nitrogen dioxide (air)	2019	67.692	ug/m3	99.73	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:34:53
6442	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NOX as NO2	Nitrogen oxides (air)	2020	0.1	ug/m3	97.94	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
6444	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	CO	Carbon monoxide (air)	2019	3.096	mg/m3	99.73	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
6445	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	CO	Carbon monoxide (air)	2021	2.27	mg/m3	92.05	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:01:37
6448	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	NO	Nitrogen monoxide (air)	2020	4.7	ug/m3	97.94	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
6450	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2021	18.008	ug/m3	94.08	3.0	Background	Urban	20.4753	44.797	141.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
6451	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2019	0.0	count	98.04	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:40:58
6452	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2020	38.358	ug/m3	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:10
6453	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2021	0.0	count	93.42	3.0	Background	Urban	20.4753	44.797	141.0	E2a/UTD AQ e-Reporting	31/05/2022 20:47:14
6454	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	SO2	Sulphur dioxide (air)	2019	7.44	ug/m3	98.44	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 21:16:40
6456	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	PM10	Particulate matter < 10 µm (aerosol)	2019	18.0	count	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:11
6458	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	PM10	Particulate matter < 10 µm (aerosol)	2019	75.528	ug/m3	99.45	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:34:18
6459	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2019	143.224	ug/m3	98.1	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:41
6460	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	85.225	ug/m3	99.18	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:41
6461	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2021	0.0	ug/m3	93.82	3.0	Background	Urban	20.4753	44.797	141.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
6463	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	O3	Ozone (air)	2020	22.2	ug/m3	98.02	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
6466	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	NO2	Nitrogen dioxide (air)	2021	21.985	ug/m3	93.42	3.0	Background	Urban	20.4753	44.797	141.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:17
6474	NET-RS002A	Serbian national AQ network	RS0037A	Belgrade-Vracar	Pb in PM10	Lead in PM10 (aerosol)	2020	0.002	ug/m3	13.66	1.0	Background	Urban	20.4753	44.797	141.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
6479	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	SO2	Sulphur dioxide (air)	2019	0.0	count	99.45	1.0	Industrial	Suburban	21.1734	44.7175	75.0	E1a/validated data AQ e-Reporting	31/05/2022 20:47:14
6483	NET-RS002A	Serbian national AQ network	RS0038A	Kostolac	PM10	Particulate matter < 10 µm (aerosol)	2019	36.924	ug/m3	94.79	1.0	Industrial	Suburban	21.1734	44.7175	75.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
6487	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2021	95.018	ug/m3	93.58	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:57:06
6490	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2020	62.492	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:46
6491	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	PM10	Particulate matter < 10 µm (aerosol)	2021	54.396	ug/m3	93.15	3.0	Background	Urban	20.4002	44.8032	74.0	E2a/UTD AQ e-Reporting	31/05/2022 20:55:46
6493	NET-RS002A	Serbian national AQ network	RS0036A	Belgrade-Novi Beograd	SO2	Sulphur dioxide (air)	2020	10.2	ug/m3	99.45	1.0	Background	Urban	20.4002	44.8032	74.0	E1a/validated data AQ e-Reporting	31/05/2022 20:37:34
6506	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	SO2	Sulphur dioxide (air)	2021	65.024	ug/m3	93.7	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:36:04
6507	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	SO2	Sulphur dioxide (air)	2021	16.463	ug/m3	93.7	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:34
6509	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	SO2	Sulphur dioxide (air)	2021	213.521	ug/m3	94.1	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
6510	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	SO2	Sulphur dioxide (air)	2019	9.94	ug/m3	97.98	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
6512	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	PM10	Particulate matter < 10 µm (aerosol)	2019	100.76	ug/m3	77.81	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:33:41
6514	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	CO	Carbon monoxide (air)	2019	4.0	count	97.53	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
6515	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	CO	Carbon monoxide (air)	2019	16.95	mg/m3	97.53	1.0	Background	Urban	22.2733	43.9021	133.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
6516	NET-RS002A	Serbian national AQ network	RS0044A	Zajecar	CO	Carbon monoxide (air)	2021	0.718	mg/m3	94.1	3.0	Background	Urban	22.2733	43.9021	133.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
6522	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2019	36.829	ug/m3	98.4	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
6525	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2021	12.505	ug/m3	93.97	3.0	Background	Suburban	20.3455	43.8932	242.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:17
6526	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2020	126.6	ug/m3	97.76	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
6527	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2021	0.43	ug/m3	94.14	3.0	Background	Suburban	20.3455	43.8932	242.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
6528	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	NO2	Nitrogen dioxide (air)	2019	0.0	count	98.4	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:12:43
6530	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	CO	Carbon monoxide (air)	2020	0.0	count	95.36	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:49:38
6532	NET-RS002A	Serbian national AQ network	RS0045A	Cacak-Institut	CO	Carbon monoxide (air)	2019	0.0	mg/m3	96.04	1.0	Background	Suburban	20.3455	43.8932	242.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
6537	NET-RS002A	Serbian national AQ network	RS0046A	Krusevac	CO	Carbon monoxide (air)	2021	1.47	mg/m3	93.42	3.0	Background	Urban	21.3077	43.5855	152.0	E2a/UTD AQ e-Reporting	31/05/2022 20:49:42
6538	NET-RS002A	Serbian national AQ network	RS0046A	Krusevac	CO	Carbon monoxide (air)	2021	8.269	mg/m3	93.42	3.0	Background	Urban	21.3077	43.5855	152.0	E2a/UTD AQ e-Reporting	31/05/2022 20:01:37
6541	NET-RS002A	Serbian national AQ network	RS0046A	Krusevac	CO	Carbon monoxide (air)	2019	0.0	mg/m3	97.9	1.0	Background	Urban	21.3077	43.5855	152.0	E1a/validated data AQ e-Reporting	31/05/2022 20:54:52
6542	NET-RS002A	Serbian national AQ network	RS0046A	Krusevac	CO	Carbon monoxide (air)	2021	0.488	mg/m3	94.13	3.0	Background	Urban	21.3077	43.5855	152.0	E2a/UTD AQ e-Reporting	31/05/2022 20:29:07
6543	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2019	31243.6	ug/m3	100.0	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 21:35:41
6544	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2021	87.119	ug/m3	93.45	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 19:24:45
6547	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	SO2	Sulphur dioxide (air)	2021	49.297	ug/m3	93.97	3.0	Traffic	Urban	19.819	45.2626	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:00:24
6548	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2020	129.375	ug/m3	97.54	1.0	Background	Rural	20.8021	43.2841	1712.0	E1a/validated data AQ e-Reporting	31/05/2022 20:36:41
6549	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	PM10	Particulate matter < 10 µm (aerosol)	2021	0.0	ug/m3	94.13	3.0	Traffic	Urban	19.819	45.2626	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:54:52
6550	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2021	120.66	ug/m3	92.6	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 20:55:27
6552	NET-RS002A	Serbian national AQ network	RS0047A	Kopaonik	O3	Ozone (air)	2021	152.538	ug/m3	93.45	3.0	Background	Rural	20.8021	43.2841	1712.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
6553	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO2	Nitrogen dioxide (air)	2019	29.241	ug/m3	94.98	1.0	Traffic	Urban	19.819	45.2626	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
6555	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO2	Nitrogen dioxide (air)	2021	133.728	ug/m3	94.01	3.0	Traffic	Urban	19.819	45.2626	78.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
6562	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2020	178.0	ug/m3	95.92	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
6563	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NOX as NO2	Nitrogen oxides (air)	2019	991.29	ug/m3	94.98	1.0	Traffic	Urban	19.819	45.2626	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:14:43
6564	NET-RS002A	Serbian national AQ network	RS0048A	Vranje	SO2	Sulphur dioxide (air)	2020	86.2	ug/m3	95.92	1.0	Background	Urban	21.8966	42.5511	473.0	E1a/validated data AQ e-Reporting	31/05/2022 20:30:29
6567	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	CO	Carbon monoxide (air)	2019	2.496	mg/m3	99.18	1.0	Traffic	Urban	19.819	45.2626	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:01:37
6569	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	CO	Carbon monoxide (air)	2019	4.1	mg/m3	98.13	1.0	Traffic	Urban	19.819	45.2626	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:14:43
6573	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO	Nitrogen monoxide (air)	2019	0.05	ug/m3	94.98	1.0	Traffic	Urban	19.819	45.2626	78.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:54:52
6575	NET-RS002A	Serbian national AQ network	RS0029A	Novi Sad-Rumenacka	NO	Nitrogen monoxide (air)	2020	7.9	ug/m3	97.46	1.0	Traffic	Urban	19.819	45.2626	78.0	E1a/validated data AQ e-Reporting	31/05/2022 20:29:07
6577	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2021	7.483	ug/m3	92.6	3.0	Traffic	Urban	21.9135	43.3166	200.0	E2a/UTD AQ e-Reporting	31/05/2022 20:37:34
6579	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	SO2	Sulphur dioxide (air)	2021	430.056	ug/m3	93.08	3.0	Traffic	Urban	21.9135	43.3166	200.0	E2a/UTD AQ e-Reporting	31/05/2022 20:14:43
6585	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	NOX as NO2	Nitrogen oxides (air)	2019	61.691	ug/m3	97.03	1.0	Traffic	Urban	21.9135	43.3166	200.0	E1a/validated data AQ e-Reporting	31/05/2022 19:24:45
6590	NET-RS002A	Serbian national AQ network	RS0030A	Nis-IZJZ	PM2.5	Particulate matter < 2.5 µm (aerosol)	2021	0.0	ug/m3	93.15	3.0	Traffic	Urban	21.9135	43.3166	200.0	E2a/UTD AQ e-Reporting	31/05/2022 20:13:20
6592	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2019	13.49	ug/m3	91.2	1.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 19:24:45
6596	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2020	68.4	ug/m3	88.51	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:30:29
6598	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	SO2	Sulphur dioxide (air)	2019	12.4	ug/m3	91.2	1.0	Background	Urban	19.8357	45.2386	81.0	Mixed E1a/validated and E2a/UTD data AQ e-Reporting	31/05/2022 20:29:07
6601	NET-RS002A	Serbian national AQ network	RS0031A	Novi Sad-Liman	PM10	Particulate matter < 10 µm (aerosol)	2020	50.6	ug/m3	90.44	1.0	Background	Urban	19.8357	45.2386	81.0	E1a/validated data AQ e-Reporting	31/05/2022 20:55:46
